;geometry;Cont_ID;I1;I1_1;I1_1_1;I1_1_2;I1_1_3;I1_2;I1_2_1;I1_2_2;I1_2_3;I2;I2_1;I2_1_1;I2_1_2;I2_1_3;I2_2;I2_2_1;I2_2_1_1;I2_2_1_2;I2_2_1_3;I2_2_2;I2_2_3;I2_2_3_1;I2_2_3_2;I2_2_3_3;I2_2_4;I2_2_4_1;I2_2_4_2;I2_2_4_3;I2_2_1_4;I2_2_1_5;Sample;POP;POPnum;GDP;GDPnum;City;Authority;DPSVI;A_DPSVI;B_Proneness;C_DigitalS;S1_GA;S1_BS;S1_CL;S1_ED;S1_HE;S1_OS;S1_SW;S1_TM;S1_UT;S2_GA;S2_BS;S2_CL;S2_ED;S2_HE;S2_OS;S2_SW;S2_TM;S2_UT;S3_GA;S3_BS;S3_CL;S3_ED;S3_HE;S3_OS;S3_SW;S3_TM;S3_UT;S4_GA;S4_BS;S4_CL;S4_ED;S4_HE;S4_OS;S4_SW;S4_TM;S4_UT;S1;S2;S3;S4;SI_GA;SI_BS;SI_CL;SI_ED;SI_HE;SI_OS;SI_SW;SI_TM;SI_UT;SI;lat;lon
96;POINT (3.4080688876100407 50.61615482568335);1faf2404-2554-41ea-9e5c-42dafb037892;2;3;3;2;3;2;2;2;2;2;1;2;1;2;3;3;3;2;4;3;2;1;3;3;3;3;3;3;3;1;0;50.000 - 100.000;2;20K-30K;3;Tournai;Municipality (city/town);0.362396358152333;3;3;3;4;3;1;4;1;1;4;2;1;4;4;4;4;4;4;4;4;4;3;3;3;3;2;2;3;3;2;1;1;1;4;3;1;4;3;1;4;4;3;2;4;3;3;4;3;3;4;3;3;4;50.61615482568335;3.4080688876100407
97;POINT (15.675571410734044 56.283720250993944);333023a8-c069-4049-a023-7d79c44b15ad;4;4;4;2;4;4;4;4;4;4;4;4;4;4;3;2;2;4;2;4;4;4;4;3;4;4;3;3;4;1;0;50.000 - 100.000;2;30K-40K;4;Karlskrona;Municipality (city/town);0.607545685075863;1;1;1;4;4;3;4;4;1;4;4;4;4;3;4;4;3;3;4;4;3;2;3;3;3;3;3;3;2;3;3;2;3;4;4;4;3;2;3;4;4;3;3;3;3;3;4;4;3;3;3;3;4;56.283720250993944;15.675571410734044
98;POINT (-1.1071519221519097 37.921664925430605);dda9e50b-1f85-40d8-9fb7-f672f15ccd3c;1;2;2;3;2;1;1;2;2;1;1;1;1;2;2;3;4;3;2;1;1;2;2;2;3;3;2;3;1;1;1;250.000 - 500.000;4;20K-30K;3;Murcia;Municipality (city/town);0.270320132192834;3;3;3;3;1;1;1;1;1;1;3;1;1;2;3;1;1;3;1;2;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;4;4;1;2;1;1;3;3;1;1;1;1;1;2;2;1;1;37.921664925430605;-1.1071519221519097
99;POINT (13.60970069818052 59.46617586137917);bb04773f-d5d1-4b7a-96d5-df49eaf4a04b;1;1;3;2;1;1;3;1;1;1;1;2;1;2;1;1;1;1;1;2;1;2;1;3;1;1;2;1;1;1;0;50.000 - 100.000;2;30K-40K;4;Karlstad;Municipality (city/town);0.255110590605382;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;59.46617586137917;13.60970069818052
100;POINT (15.627653291627693 46.56318254678025);e384f4f9-cc1f-467c-869d-d6cc40dd9f01;1;1;3;1;1;1;2;1;1;1;2;2;1;2;1;3;4;1;4;1;3;1;4;3;1;1;1;1;2;1;0;100.000 - 250.000;3;10K-20K;2;Maribor;Municipality (city/town);0.277599930876585;3;3;3;1;1;1;1;1;1;1;1;1;3;1;2;2;2;3;3;2;2;3;3;3;2;2;4;3;3;4;4;1;1;1;1;1;1;4;4;1;2;3;3;3;1;1;1;1;2;2;3;4;2;46.56318254678025;15.627653291627693
101;POINT (25.02066084311154 60.222804815015316);66c0311f-4d76-435f-8c6c-a8113ee37626;4;4;4;4;3;4;4;4;3;4;4;4;3;4;4;4;3;4;4;4;4;4;3;4;4;4;4;3;4;4;1;500.000 - 1.000.000;5;> 50K;6;Helsinki;Municipality (city/town);0.63116986600228;1;1;1;4;4;1;1;1;1;1;4;4;4;4;1;1;1;1;1;4;4;4;4;2;3;3;3;2;4;4;4;4;1;1;1;1;1;3;3;3;1;4;1;4;4;1;1;1;1;1;4;4;2;60.222804815015316;25.02066084311154
102;POINT (-0.522640822465624 39.417727351340815);dd7d5142-214a-42fa-9583-f54f5b9f57bf;3;4;4;2;3;2;3;2;3;2;2;2;2;2;3;4;3;2;4;1;3;2;2;4;3;3;2;4;3;4;1;50.000 - 100.000;2;20K-30K;3;Torrent;Municipality (city/town);0.410690340971438;3;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;3;3;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;39.417727351340815;-0.522640822465624
103;POINT (4.836351572625055 45.75467587347619);0bc82e8f-4a4d-4be9-9f14-9a0ac5da621e;4;3;3;2;4;4;4;4;3;3;2;2;2;3;4;4;4;3;4;2;3;4;2;4;4;4;3;4;4;4;1; > 1.000.000;6;40K-50K;5;Lyon metropolitan area;Metropolitan Area;0.525499061549153;4;4;1;3;3;1;3;1;1;3;1;3;4;2;3;3;1;1;4;1;1;4;3;3;3;2;2;3;1;3;4;1;4;4;1;1;4;1;1;2;1;3;2;4;1;4;3;1;1;4;1;1;2;45.75467587347619;4.836351572625055
104;POINT (12.239006315627565 55.65911195559602);ce61f923-2e16-49ea-9538-60f8a6d8d3f3;4;2;3;3;1;4;4;4;3;3;3;3;3;2;2;4;4;3;2;3;2;2;1;4;1;1;4;1;2;4;1;50.000 - 100.000;2;> 50K;6;Hoje-Taastrup;Municipality (city/town);0.46457330159628;4;3;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;1;1;1;1;4;1;1;1;1;3;2;2;1;1;1;1;1;1;1;1;55.65911195559602;12.239006315627565
105;POINT (8.754260461052342 51.73018330681303);9f13f0f0-5aa1-410f-8b21-3e4bb85c4019;3;4;4;3;4;3;2;4;2;1;1;1;3;1;2;3;4;3;3;2;2;1;3;4;2;2;2;2;2;1;1;100.000 - 250.000;3;30K-40K;4;Paderborn;Municipality (city/town);0.372942348591858;3;3;2;2;3;3;1;4;3;4;3;4;3;3;4;3;4;4;4;3;3;3;4;4;4;4;4;4;4;4;2;2;4;3;4;3;3;2;4;3;4;4;3;2;3;4;4;4;4;4;3;4;4;51.73018330681303;8.754260461052342
106;POINT (0.2665000428302847 50.776884955442505);2e222c89-6da2-4c9d-87be-fb04783a429b;2;2;3;2;2;2;2;3;1;1;1;2;2;2;1;1;1;2;1;3;1;1;1;2;1;1;2;1;1;1;1;100.000 - 250.000;3;20K-30K;3;Eastbourne;District/Parish/Ward;0.319601383859197;3;3;3;4;1;4;1;1;4;4;4;1;3;3;2;1;2;2;3;4;4;3;3;4;3;2;2;3;4;2;3;2;2;3;4;4;3;3;1;4;2;3;3;3;2;3;1;4;4;3;4;2;3;50.776884955442505;0.26650004283028467
107;POINT (6.142222782279364 46.205768058467896);44497d16-5a0c-4e30-b456-f9f29fe60d28;3;3;4;2;2;3;3;2;3;1;1;1;1;2;1;2;1;2;1;1;2;2;1;4;2;3;2;2;1;4;1;100.000 - 250.000;3;> 50K;6;Geneve;Municipality (city/town);0.32170032051282;3;3;3;4;3;1;1;1;4;3;3;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;4;3;3;3;4;3;4;3;3;4;3;4;3;3;4;3;4;4;3;4;3;3;4;4;4;4;4;46.205768058467896;6.142222782279364
108;POINT (13.018362878386018 55.56610453477372);c673ca8b-a2a0-4199-aab6-325de9a5bb82;2;2;1;2;4;2;1;3;2;4;4;4;4;3;3;2;2;3;3;4;2;2;1;4;4;4;4;4;2;1;1;250.000 - 500.000;4;30K-40K;4;Malmo;Municipality (city/town);0.455045796523738;2;2;3;4;4;4;4;4;4;4;3;4;4;2;1;1;1;3;2;4;4;3;3;4;4;4;4;4;3;4;4;3;3;3;4;4;3;4;4;4;2;4;4;4;3;2;2;3;4;3;4;4;4;55.56610453477372;13.018362878386018
109;POINT (21.20191688171918 45.76444190216354);1519f456-03ae-43ab-8a97-0c64c4c1996d;1;1;1;2;2;2;2;2;4;2;2;3;2;2;2;3;3;2;4;2;1;1;1;2;2;3;2;2;3;1;1;250.000 - 500.000;4;10K-20K;2;Timisoara;Municipality (city/town);0.326969208992034;3;3;3;3;1;1;1;1;1;1;1;1;4;3;4;4;4;4;4;4;4;4;3;2;2;2;2;2;2;3;2;3;1;1;1;1;1;3;2;1;4;2;1;3;3;3;3;3;3;3;2;3;3;45.76444190216354;21.20191688171918
110;POINT (2.166523919319071 48.73585749743657);c562d21e-999b-4f87-8df4-9a83f03ee906;3;3;2;2;3;3;2;4;2;3;4;4;3;4;3;2;1;2;2;2;4;4;4;3;3;4;3;3;2;4;1;250.000 - 500.000;4;40K-50K;5;Paris-Saclay;Unions of municipalities/Mountain communities;0.478685441583879;3;2;3;4;4;1;4;1;4;1;4;4;3;4;4;4;3;4;2;4;4;4;4;3;4;3;4;3;4;4;2;1;1;1;1;4;1;4;3;4;4;4;2;3;4;2;4;2;4;1;4;4;4;48.73585749743657;2.166523919319071
111;POINT (-8.292964201674836 41.444189624356845);7e7ec6f4-9281-4615-8f8f-d3ea62783cd5;4;4;4;4;3;4;4;4;4;4;4;3;4;4;4;3;4;3;3;4;4;4;4;4;4;4;4;3;4;1;1;100.000 - 250.000;3;10K-20K;2;Guimaraes;Municipality (city/town);0.622846048661307;1;1;1;3;3;1;4;3;3;3;3;1;1;2;1;2;3;3;4;3;1;3;2;2;3;3;2;3;3;2;3;2;2;4;3;3;2;3;2;3;2;2;2;2;1;1;3;3;2;2;3;1;2;41.444189624356845;-8.292964201674836
112;POINT (25.613539127542428 42.406594187619014);9a3f4332-7a62-48ab-b639-f26afe727fd4;1;1;1;3;1;2;2;2;3;2;3;3;3;2;2;3;3;3;3;1;2;3;3;1;1;1;2;1;4;4;0;100.000 - 250.000;3;< 10K;1;Stara Zagora;Municipality (city/town);0.332258412118246;3;3;3;3;1;1;1;1;1;1;2;1;3;4;3;4;1;4;2;1;2;3;3;3;3;4;4;3;3;3;3;3;3;4;3;3;2;1;3;1;2;3;2;2;3;2;4;2;3;2;1;2;2;42.406594187619014;25.613539127542428
113;POINT (10.156997835696687 56.16256723553746);0ed09e1e-5143-47bd-9185-e528ea7a9a21;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;3;4;3;3;4;4;4;1;4;3;4;4;4;1;1;250.000 - 500.000;4;40K-50K;5;Aarhus;Municipality (city/town);0.61766506724258;1;4;1;1;1;1;1;1;1;1;2;3;4;2;2;2;4;3;2;4;4;2;1;1;1;1;1;1;2;3;4;2;4;2;3;1;2;4;4;1;3;1;3;3;1;2;1;3;1;1;3;3;2;56.16256723553746;10.156997835696687
114;POINT (21.242018503397162 48.99357669012084);0d26540b-862b-4924-b5ec-4ccfc4bafbd7;3;2;2;1;3;4;3;4;3;3;2;2;2;3;3;4;4;4;4;3;3;3;3;3;2;1;2;3;4;1;0;50.000 - 100.000;2;10K-20K;2;Presov;Municipality (city/town);0.435723067016725;3;3;4;1;1;4;1;1;1;1;3;1;4;4;2;2;3;3;3;3;2;3;3;3;2;2;4;3;3;2;1;1;4;1;1;1;4;3;3;2;3;3;3;1;2;4;1;2;2;4;3;2;2;48.99357669012084;21.242018503397162
115;POINT (27.882985898529572 43.19949220446464);c93edcfa-1528-43d0-b477-08c7b1861aa2;2;2;2;1;2;3;3;4;1;1;1;1;3;1;1;2;3;3;1;2;1;1;1;1;1;1;2;2;3;1;1;250.000 - 500.000;4;< 10K;1;Varna;Municipality (city/town);0.314885863132646;3;3;3;1;1;1;1;1;3;1;3;1;4;4;3;3;1;4;4;4;1;4;4;4;4;3;4;4;4;4;3;2;3;1;1;4;2;2;3;2;3;4;2;4;3;3;3;1;4;4;4;1;3;43.19949220446464;27.882985898529572
116;POINT (16.996290660856097 51.127605299409645);89eae09e-bcd9-4885-bae0-3d3e4cfb922b;3;1;1;3;2;4;4;2;4;3;3;4;3;3;3;3;2;4;3;2;3;3;4;3;3;2;3;3;4;1;1;500.000 - 1.000.000;5;20K-30K;3;Wroclaw;Municipality (city/town);0.450453015326177;3;3;4;1;3;1;1;1;1;1;2;1;3;3;2;2;3;4;3;3;2;1;3;2;2;2;4;2;3;2;1;4;1;1;1;4;1;4;1;1;3;2;2;1;3;1;1;2;4;1;3;1;2;51.127605299409645;16.996290660856097
117;POINT (25.287258981011544 42.868858222659);08f8664d-c3b3-4426-ade1-3089462246cc;3;3;1;4;4;3;3;3;3;3;2;2;3;1;3;4;3;3;4;3;3;3;3;2;4;3;4;4;4;1;0;50.000 - 100.000;2;< 10K;1;Gabrovo;Municipality (city/town);0.426136394452724;3;3;2;4;4;4;4;4;4;4;4;1;4;4;4;3;3;4;3;4;1;4;4;2;4;4;4;2;4;2;4;2;4;4;4;4;3;2;1;4;3;3;4;4;4;4;4;4;4;3;4;1;4;42.868858222659;25.287258981011544
118;POINT (-8.131527735767074 54.65978450030555);35fca57a-7c13-482a-bb3f-4b7adce05fe7;3;2;2;3;3;3;3;4;1;4;4;4;4;4;4;3;3;3;3;3;4;3;4;4;4;4;4;3;3;4;0;100.000 - 250.000;3;20K-30K;3;Donegal;County/Province;0.528932384608855;2;1;3;2;1;1;1;1;1;1;1;1;4;4;4;4;4;4;3;4;4;4;4;4;2;2;4;1;1;2;2;4;3;4;1;3;3;4;1;1;4;3;4;3;4;4;4;3;4;2;4;3;4;54.65978450030555;-8.131527735767074
119;POINT (12.530745446635304 44.03925315158547);d278a827-6b7f-4d14-a358-1cd2efd437e1;1;1;2;1;2;2;3;1;2;2;1;2;1;1;2;3;4;1;3;2;2;2;1;4;1;2;3;1;3;4;1;100.000 - 250.000;3;30K-40K;4;Rimini;Municipality (city/town);0.298088530631269;3;3;3;2;3;1;1;1;3;1;3;1;4;1;2;2;1;1;1;3;1;1;2;2;2;2;2;2;1;2;3;1;4;4;1;1;1;2;1;2;1;1;2;2;1;4;3;1;1;1;1;1;1;44.03925315158547;12.530745446635304
120;POINT (21.151965635020936 55.707461451222315);ec189398-6f62-45ee-8c42-7454e97685cc;2;2;3;2;1;3;2;2;4;2;2;3;1;2;2;3;2;3;3;2;2;3;2;2;1;2;1;1;4;1;0;100.000 - 250.000;3;10K-20K;2;Klaipeda;Municipality (city/town);0.363016792813667;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;55.707461451222315;21.151965635020936
121;POINT (8.793174943953492 45.66284175630367);d5d99f50-94c5-4908-bf47-1ef3257aec9a;2;2;2;1;2;2;3;1;3;1;1;2;1;2;1;1;1;2;1;2;1;1;1;3;2;2;1;3;2;1;1;50.000 - 100.000;2;30K-40K;4;Gallarate;Municipality (city/town);0.291022102897103;3;3;3;3;4;3;1;3;1;1;4;4;4;4;4;4;4;4;4;4;4;1;4;2;4;4;3;2;4;4;1;3;3;2;4;4;2;3;4;3;4;4;2;1;4;3;3;4;4;3;4;4;4;45.66284175630367;8.793174943953492
122;POINT (-2.9373844613920634 43.254006818390984);1f289eca-d548-41c8-8f72-e821cf426a16;3;4;2;4;4;3;2;3;3;3;4;4;4;2;3;4;3;4;4;2;3;4;2;2;4;3;4;4;3;4;1;250.000 - 500.000;4;30K-40K;4;Bilbao;Municipality (city/town);0.494134244262001;3;3;2;3;3;3;3;4;4;4;4;4;1;2;3;2;3;3;1;3;3;3;3;3;3;4;2;2;4;2;3;3;3;3;3;3;2;2;2;4;2;3;2;2;3;2;2;3;3;2;4;3;3;43.254006818390984;-2.9373844613920634
123;POINT (22.100409469087605 65.78358552079979);baafdd85-5ce6-4010-bf36-e670fd997b45;2;3;2;3;3;1;3;2;1;2;2;2;4;3;2;1;1;2;2;4;1;2;2;2;3;3;2;3;1;1;0;50.000 - 100.000;2;40K-50K;5;Lulea;Municipality (city/town);0.359950824156553;3;3;3;1;3;1;4;4;3;4;3;3;4;2;4;4;4;4;3;4;4;1;2;3;3;3;2;2;2;2;2;2;4;4;4;3;2;2;3;3;4;2;3;1;1;4;4;4;3;2;3;3;3;65.78358552079979;22.100409469087605
124;POINT (12.395286762143085 43.13656537731848);865ed675-7506-4260-9afd-ce9f8edee778;4;4;4;3;4;3;2;4;3;2;2;3;2;2;3;3;1;4;4;3;1;1;1;3;4;4;2;4;4;1;1;100.000 - 250.000;3;20K-30K;3;Perugia;Municipality (city/town);0.433004931700244;4;3;2;4;3;3;1;4;3;3;2;1;4;2;1;1;2;2;2;1;1;2;1;3;1;1;1;3;2;1;3;1;2;1;3;4;4;1;1;3;1;1;1;4;1;1;1;2;2;3;1;1;1;43.13656537731848;12.395286762143085
125;POINT (-8.436160152952262 41.545202966491104);1414f9a6-af59-45dd-8aea-355e7f08f0ee;3;3;2;3;3;2;3;2;2;2;2;3;3;1;2;2;1;1;3;1;4;4;4;4;3;3;4;2;3;1;1;100.000 - 250.000;3;10K-20K;2;Braga;Municipality (city/town);0.39634582421822;3;3;2;4;3;4;1;1;3;3;2;3;3;4;3;4;4;3;3;3;4;2;3;3;1;1;1;3;2;3;2;3;3;1;1;4;2;1;4;3;4;2;2;2;3;3;3;3;3;2;2;3;3;41.545202966491104;-8.436160152952262
126;POINT (16.079813265118485 45.6749792899622);ad3f1897-66e5-4693-b326-acd17e208a5a;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0;50.000 - 100.000;2;10K-20K;2;Velika gorica;Municipality (city/town);0.101516775112823;3;3;3;4;4;4;1;4;1;1;4;1;3;4;2;2;3;3;2;2;1;3;3;3;2;3;2;2;3;3;2;3;4;3;4;3;2;3;1;4;2;3;3;4;4;4;2;3;2;2;4;1;3;45.6749792899622;16.079813265118485
127;POINT (23.61064140877963 43.28402752952235);88dbdbdc-9524-481e-aa61-1f979772a9d7;3;3;4;3;2;3;3;2;4;3;3;3;2;2;2;3;4;3;4;2;2;4;2;1;3;2;3;3;3;1;0;50.000 - 100.000;2;< 10K;1;Vratsa;Municipality (city/town);0.420972535741991;3;3;3;4;4;4;4;4;4;4;3;4;4;3;2;3;3;2;3;3;3;4;3;4;4;4;4;4;4;3;3;3;3;3;3;3;2;2;3;4;3;4;2;3;3;3;3;3;3;3;3;3;3;43.28402752952235;23.61064140877963
128;POINT (-0.5371962043950533 38.38328413287844);0499ca59-0379-46a3-b464-8bede7ed349e;3;4;4;3;3;2;2;1;3;2;2;2;3;2;2;4;4;3;3;1;2;2;1;4;3;4;2;3;4;4;1;250.000 - 500.000;4;10K-20K;2;Alicante;County/Province;0.383196130615708;3;3;2;4;4;4;4;4;4;4;4;4;4;2;4;2;3;3;3;3;3;4;3;4;4;3;3;4;3;4;4;2;4;3;4;3;3;2;4;4;3;4;4;4;3;4;4;4;4;3;2;4;4;38.38328413287844;-0.5371962043950533
129;POINT (20.549247470726325 64.81180887353962);d6c00b28-14b0-40d7-8595-558670443d90;3;3;4;3;2;4;3;3;4;4;4;3;4;4;3;2;2;2;2;4;3;4;2;4;3;4;4;1;1;1;1;50.000 - 100.000;2;40K-50K;5;Skelleftea;Municipality (city/town);0.512342600317937;2;2;2;4;3;1;1;4;3;4;4;4;3;2;3;3;1;3;2;4;3;1;3;3;3;2;3;2;4;3;2;1;1;1;4;1;4;4;3;3;2;3;4;2;1;2;2;4;2;4;4;3;3;64.81180887353962;20.549247470726325
130;POINT (12.553556524046897 55.675442907479336);4de8b685-daf6-4e3b-a1e4-0e729577a29f;4;3;1;4;4;4;2;4;2;4;3;2;4;4;4;3;3;3;1;4;3;4;3;3;3;2;4;3;3;3;1;500.000 - 1.000.000;5;> 50K;6;Copenhagen;Municipality (city/town);0.502064548724016;1;4;4;1;1;1;1;1;1;1;1;1;3;4;3;3;3;4;3;3;3;3;3;2;3;2;4;3;3;3;2;2;3;4;3;3;4;2;3;1;3;3;3;1;3;2;3;2;3;3;2;2;2;55.675442907479336;12.553556524046897
131;POINT (15.361264259322638 60.44857143581413);fbc2cf37-379b-4644-af4b-b71984d536b5;4;4;1;4;3;4;4;4;4;3;2;1;2;3;3;4;3;4;4;3;2;2;3;3;4;4;4;3;4;1;0;50.000 - 100.000;2;30K-40K;4;Borlange;Municipality (city/town);0.482488866094871;4;4;1;2;1;1;1;1;1;1;1;1;1;4;1;4;4;1;1;4;1;2;3;3;1;1;3;3;2;3;3;2;2;1;1;3;2;1;3;1;2;2;1;1;2;1;3;3;1;1;1;1;1;60.44857143581413;15.361264259322638
132;POINT (23.610390384186953 46.78192976767667);9e9d269e-38c5-4ec5-b7e9-afb3215d9bde;3;3;2;4;3;3;2;3;3;3;3;3;3;3;2;2;1;2;3;2;3;4;3;1;3;1;4;3;3;1;0;250.000 - 500.000;4;10K-20K;2;Cluj-Napoca;Municipality (city/town);0.435508938495918;3;3;2;2;3;1;3;4;3;3;3;3;3;4;4;3;3;3;2;3;3;4;4;4;4;4;4;4;3;4;1;2;1;1;4;1;1;3;4;3;3;4;1;1;3;3;3;4;3;2;3;4;3;46.78192976767667;23.610390384186953
133;POINT (10.785082715912768 52.41072960698843);804557a9-8410-4256-9073-b84fac0b3034;1;3;2;2;4;1;1;1;1;2;2;2;2;3;2;1;2;1;1;1;3;2;4;4;3;3;1;4;1;1;1;100.000 - 250.000;3;> 50K;6;Wolfsburg;Municipality (city/town);0.316144329101591;3;3;3;3;3;3;1;1;3;3;2;3;1;2;1;1;2;2;2;1;2;3;2;2;2;2;3;2;1;3;3;3;2;2;3;2;4;1;2;3;1;2;2;2;3;1;1;2;2;3;1;2;1;52.41072960698843;10.785082715912768
134;POINT (17.52338946553986 59.12351476300865);479d06eb-d57c-4404-b472-f0bd889bc3fc;3;3;3;4;1;3;4;1;2;4;4;2;3;4;3;3;3;3;3;3;3;3;2;4;2;2;3;1;3;1;0;50.000 - 100.000;2;> 50K;6;Sodertalje;Municipality (city/town);0.47140523040186;2;2;3;1;1;1;1;1;1;1;1;1;3;3;3;3;3;4;3;3;3;2;3;3;3;3;3;3;2;3;3;2;3;3;4;3;2;1;2;1;3;3;1;2;1;2;3;3;2;2;1;2;2;59.12351476300865;17.52338946553986
135;POINT (-1.5198381187499639 52.41695461813784);86896997-74a8-458a-abff-4fdaaa084296;3;3;2;4;3;3;4;2;2;4;4;3;3;4;4;3;2;1;3;4;4;4;4;3;4;3;4;3;3;4;1;250.000 - 500.000;4;30K-40K;4;Coventry;Municipality (city/town);0.505921636778255;2;4;2;3;3;4;1;1;3;4;3;3;4;4;4;1;1;3;2;2;1;1;3;1;1;1;3;1;2;1;2;3;2;2;4;4;4;3;2;3;2;1;3;2;4;3;1;1;3;3;2;1;2;52.41695461813784;-1.5198381187499639
136;POINT (24.95056225979571 60.31331274933808);1d15416c-a530-4aa9-ae95-654886205796;3;3;3;4;2;2;2;2;3;2;3;3;1;3;2;2;4;3;1;1;3;3;1;4;3;3;3;2;1;1;0;100.000 - 250.000;3;> 50K;6;Vantaa;Municipality (city/town);0.397703763250638;3;3;2;1;1;1;1;1;1;1;1;1;4;3;3;3;3;4;3;4;4;2;3;3;3;1;3;3;2;3;4;1;1;1;1;1;1;4;4;1;3;2;3;4;1;2;2;2;2;2;3;4;2;60.31331274933808;24.95056225979571
137;POINT (11.649141798436428 44.822872655633354);9d7979a3-5c92-4169-8a23-03924c6ed61e;1;2;3;2;2;1;1;1;1;1;1;2;1;3;1;1;1;2;2;2;1;1;1;2;1;3;1;1;1;1;1;100.000 - 250.000;3;20K-30K;3;Ferrara;Municipality (city/town);0.266729455440393;3;3;3;4;4;4;4;4;4;4;4;4;4;2;1;2;3;3;2;4;3;3;3;3;3;4;4;3;2;4;3;4;4;3;4;4;3;3;3;4;2;3;4;4;4;3;3;4;4;3;4;4;4;44.822872655633354;11.649141798436428
138;POINT (33.62018592688257 34.901388761137476);7190f751-5775-4caf-8cdf-1336450676a4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;3;1;1;1;1;1;1;0;50.000 - 100.000;2;20K-30K;3;Larnaka ;Municipality (city/town);0.0833431161816578;3;3;3;4;4;4;4;1;4;4;4;4;4;4;3;3;4;3;4;4;3;2;3;3;3;1;1;3;2;3;3;3;3;3;4;1;3;2;3;4;4;2;2;3;4;3;3;3;2;4;3;3;4;34.901388761137476;33.62018592688257
139;POINT (12.282375778545019 45.484314973990266);7c9f51c4-c7cd-4082-b0d7-c4245ebd41b6;4;4;4;2;4;4;2;4;4;3;3;3;2;2;2;4;4;4;3;1;2;3;1;4;2;3;1;3;2;4;1;250.000 - 500.000;4;30K-40K;4;Venice;Municipality (city/town);0.460788131343738;4;3;2;2;1;1;1;1;1;1;1;1;4;3;3;3;3;4;3;3;3;2;3;3;3;3;3;3;2;3;1;2;2;1;4;3;3;2;4;1;3;3;1;1;1;2;2;3;3;2;1;3;2;45.484314973990266;12.282375778545019
140;POINT (9.088689827692054 39.224983331131604);bfd45f6e-fcd2-4058-beaa-10bb1459516e;1;2;1;1;4;1;1;3;2;2;3;3;4;1;2;2;2;1;2;2;3;3;2;4;2;2;2;2;1;1;1;500.000 - 1.000.000;5;20K-30K;3;Cagliari metropolitan area;Metropolitan Area;0.348281940741039;3;3;3;1;1;1;1;1;3;1;1;1;1;1;1;2;2;2;1;2;1;1;1;1;1;1;1;1;1;1;4;2;2;2;3;1;2;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;1;39.224983331131604;9.088689827692054
141;POINT (2.2647192190919894 48.82334005898803);b2c828c9-eab1-4fcf-b9bd-d3326b636a21;3;4;4;4;3;3;3;2;2;3;3;2;4;2;3;3;4;4;2;3;2;1;4;4;3;4;3;3;2;1;1;50.000 - 100.000;2;> 50K;6;Issy-les-Moulineaux;Municipality (city/town);0.444017241405109;3;3;2;2;1;1;1;3;3;1;2;3;4;4;3;4;1;3;2;4;3;1;1;1;1;1;1;1;1;1;4;1;4;1;1;1;1;1;1;2;3;1;1;4;1;4;2;1;2;1;1;1;1;48.82334005898803;2.2647192190919894
142;POINT (-6.306425923592236 52.741809943996394);090ef376-3458-4f09-87f5-88b032f34f74;1;1;1;2;2;2;2;3;2;3;3;3;3;3;3;1;1;2;2;3;3;2;3;4;3;2;4;3;1;1;0;50.000 - 100.000;2;40K-50K;5;Limerick;Municipality (city/town);0.384884349157787;3;3;3;1;1;1;1;1;1;1;1;1;1;2;2;2;3;3;2;2;2;1;3;3;3;3;3;2;3;3;1;4;4;1;1;1;1;4;1;1;2;2;3;1;3;4;1;2;2;1;2;1;2;52.741809943996394;-6.306425923592236
143;POINT (11.2447620405691 43.7798644667641);d5cb6343-0240-40bd-9938-60226012ec5e;4;4;4;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;4;4;1;250.000 - 500.000;4;30K-40K;4;Florence;Municipality (city/town);0.606825562118301;1;1;1;2;1;1;1;1;4;1;3;1;1;1;4;1;1;3;1;1;1;1;2;2;2;2;2;1;1;2;3;1;1;1;1;4;2;3;2;2;1;1;1;2;1;2;1;1;4;1;1;1;1;43.7798644667641;11.2447620405691
