geometry;Cont_ID;I1;I1_1;I1_1_1;I1_1_2;I1_1_3;I1_2;I1_2_1;I1_2_2;I1_2_3;I2;I2_1;I2_1_1;I2_1_2;I2_1_3;I2_2;I2_2_1;I2_2_1_1;I2_2_1_2;I2_2_1_3;I2_2_2;I2_2_3;I2_2_3_1;I2_2_3_2;I2_2_3_3;I2_2_4;I2_2_4_1;I2_2_4_2;I2_2_4_3;I2_2_1_4;I2_2_1_5;Sample;POP;POPnum;GDP;GDPnum;City;Authority;DPSVI;A_DPSVI;B_Proneness;C_DigitalS;S1_GA;S1_BS;S1_CL;S1_ED;S1_HE;S1_OS;S1_SW;S1_TM;S1_UT;S2_GA;S2_BS;S2_CL;S2_ED;S2_HE;S2_OS;S2_SW;S2_TM;S2_UT;S3_GA;S3_BS;S3_CL;S3_ED;S3_HE;S3_OS;S3_SW;S3_TM;S3_UT;S4_GA;S4_BS;S4_CL;S4_ED;S4_HE;S4_OS;S4_SW;S4_TM;S4_UT;S1;S2;S3;S4;SI_GA;SI_BS;SI_CL;SI_ED;SI_HE;SI_OS;SI_SW;SI_TM;SI_UT;SI
Point (16.92275106639779381 52.40651440360357327);5d2a9cff-7665-4569-8e52-1a340eb03c33;3;3;2;4;3;3;2;4;3;4;3;4;2;3;4;4;3;4;3;4;4;3;3;4;4;4;3;4;3;4;1;500.000 - 1.000.000;5;20K-30K;3;Poznan;Municipality (city/town);0.500800936570237;2;4;2;3;3;3;1;1;3;1;3;3;1;2;3;2;3;3;4;4;3;4;3;4;3;3;4;2;4;4;1;1;2;1;1;1;4;4;4;2;2;4;3;2;1;3;1;2;3;4;4;4;3
Point (24.392805165659869 40.93782256401774333);eff5af73-5e6a-41b3-a28d-bd4015f58cb4;2;3;3;2;3;1;1;1;2;3;4;4;3;4;2;1;1;2;3;3;2;3;1;3;4;4;4;3;2;1;1;50.000 - 100.000;2;30K-40K;4;Kavala;Municipality (city/town);0.418046750317583;3;2;2;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;3;2;2;3;2;3;4;4;3;1;1;1;1;3;4;3;3;4;4;3;1;4;2;2;3;4;4;4;4;4;4
Point (13.42525281490475209 42.393604623413502);7a3540be-2a94-4e28-b97a-297d2e588550;1;2;2;3;1;1;2;1;1;1;1;2;1;2;1;2;2;2;1;2;1;2;2;2;1;1;2;1;2;1;1;50.000 - 100.000;2;20K-30K;3;L'Aquila;Municipality (city/town);0.274552586234572;3;3;3;1;3;1;1;1;1;4;4;3;3;2;1;2;1;1;1;1;1;2;3;3;3;1;3;3;1;3;3;2;1;3;1;3;2;3;4;3;1;2;2;2;2;1;2;1;1;1;3;3;1
Point (25.64740262724230391 62.1311254109067761);71fabd8c-0229-49f3-b878-18c89cba9e7c;3;3;2;4;2;3;3;2;4;4;4;4;3;4;4;4;3;4;4;4;4;4;2;4;3;2;4;3;3;4;0;100.000 - 250.000;3;30K-40K;4;Jyvaskyla;Municipality (city/town);0.515182380958729;2;1;3;1;1;1;1;1;3;1;1;3;4;4;3;4;4;3;4;4;4;4;2;2;3;2;4;3;1;3;1;2;3;4;1;1;2;1;3;2;4;3;1;2;3;2;4;3;2;3;1;3;3
Point (23.88133058175040091 61.62926468058659424);4e97ed27-354f-412d-b216-170b728ed071;3;2;3;2;1;4;4;3;4;2;2;2;2;2;3;3;2;4;4;3;3;3;2;4;2;2;3;1;2;1;1;500.000 - 1.000.000;5;30K-40K;4;Tampere metropolitan area;Metropolitan Area;0.417223703833385;3;3;4;1;3;1;1;1;1;1;2;1;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;3;2;3;3;3;3;3;3;3;1;4;1;2;2;2;3;2;3;3;3;2;2;2
Point (16.81397347105262341 45.49510865063573561);98b82f3f-7a33-477d-b246-f818a8e7a3a4;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;0; < 50.000;1;< 10K;1;Kutina;Municipality (city/town);0.132230902777777;3;3;3;1;1;1;1;1;1;3;2;3;3;3;1;4;3;3;3;4;2;3;2;2;3;3;2;2;3;3;1;4;1;1;1;1;1;3;1;2;2;2;1;1;3;1;2;2;1;2;3;1;1
Point (-3.89188895036289573 40.52202947871898431);a42bd6b5-a7e9-4cd2-9771-a6fbe4d8f13c;2;2;1;3;3;1;1;1;3;3;3;4;2;4;3;2;2;2;3;3;4;3;3;4;4;4;4;4;1;1;1;50.000 - 100.000;2;30K-40K;4;Las Rozas de Madrid;Municipality (city/town);0.409548797012492;3;3;3;1;1;3;4;3;3;4;2;3;3;4;3;4;3;4;3;3;3;4;4;4;4;4;4;4;4;4;4;2;4;4;4;3;2;1;3;3;4;4;4;4;3;4;4;3;4;3;2;3;4
Point (22.29029996624285914 60.49224233142962248);ad77e1a4-9c82-416c-ad31-9faac15fea21;4;4;4;3;4;3;3;3;4;3;3;2;4;3;4;4;4;4;3;4;4;2;4;4;3;3;2;4;1;1;0;100.000 - 250.000;3;30K-40K;4;Turku;Municipality (city/town);0.508428494248807;4;4;2;4;3;4;1;1;1;3;3;4;3;1;2;3;4;3;3;2;3;2;3;3;1;1;1;3;2;3;1;4;4;1;1;1;1;2;1;3;2;2;2;2;3;4;1;2;1;2;2;2;2
Point (20.85632279269326972 39.66265325915060203);d09184ae-ba92-428b-9fcf-01aa377b7f53;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1;1;2;2;1;1;1;1;1;4;1;2;1;1;1;1;0;50.000 - 100.000;2;10K-20K;2;Ioannina;Municipality (city/town);0.225901552094873;3;3;3;1;3;1;1;1;1;4;3;3;3;2;2;2;3;2;2;3;3;3;3;3;2;2;2;4;4;4;3;2;3;3;3;3;3;2;3;2;2;3;1;2;2;2;1;2;1;3;2;3;2
Point (7.20844742594016541 51.53770447825657186);7895a913-7be0-4fa4-a167-4837f5e5c94c;2;3;1;2;4;2;3;2;3;3;3;3;3;4;3;3;3;3;4;3;4;4;3;4;4;4;2;4;2;1;1;100.000 - 250.000;3;20K-30K;3;Herne;Municipality (city/town);0.436080274725955;3;3;3;3;3;3;3;4;3;3;3;3;3;4;2;2;3;4;2;3;4;1;2;2;2;2;2;2;1;2;3;3;1;3;4;4;4;3;4;3;3;1;4;2;3;1;2;3;3;3;3;4;3
Point (-8.61580118119002591 41.15365567186727702);0239de80-512f-42f9-9dd3-4333d55dc3ca;4;4;2;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;2;3;4;4;4;4;4;4;1;100.000 - 250.000;3;10K-20K;2;Porto;Municipality (city/town);0.662858776061901;1;1;1;2;3;3;1;1;1;1;1;1;4;4;4;4;4;4;2;4;4;4;4;4;4;2;2;4;4;2;3;2;3;3;1;4;3;2;1;1;4;3;1;4;4;4;4;3;3;2;2;3;3
Point (25.59604217155597183 41.89134341362730396);bf131e4e-2954-4e01-a847-b1f41d788b08;1;1;1;1;2;1;1;1;2;2;1;2;1;2;2;1;1;1;3;2;3;2;3;4;2;2;1;3;3;1;0;50.000 - 100.000;2;< 10K;1;Haskovo;Municipality (city/town);0.254575888521201;3;3;3;3;3;1;1;4;3;1;4;3;3;3;4;4;3;4;3;4;3;4;4;2;3;3;4;4;4;4;3;3;1;1;1;3;1;2;3;3;4;4;1;3;4;2;2;3;4;2;4;3;3
Point (-3.83323027890943546 43.46454749953363716);f2a1e361-5ce6-4023-b230-84b219cbb573;3;3;3;4;2;3;1;3;4;3;3;4;1;4;2;3;4;3;3;2;1;3;3;1;3;2;3;2;2;1;1;100.000 - 250.000;3;20K-30K;3;Santander;Municipality (city/town);0.421455133141867;3;3;3;4;4;3;4;1;4;3;4;4;3;2;3;2;3;3;3;3;2;2;4;4;4;2;3;4;2;4;2;2;3;3;1;4;3;2;4;4;2;3;2;2;3;3;3;2;4;3;3;4;3
Point (12.94130543895836105 57.73208506373920557);228758cf-3007-4414-8531-a534513df127;2;2;2;2;2;2;4;2;1;4;4;3;4;4;3;2;3;2;3;4;3;3;2;4;3;2;4;3;2;1;1;100.000 - 250.000;3;40K-50K;5;Boras;Municipality (city/town);0.442566494496335;2;2;3;1;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;4;4;3;1;1;1;3;4;3;1;1;1;4;2;2;1;1;1;1;1;2;2;1
Point (16.37746383552183005 48.20840505435113243);404f405a-5117-4f1d-ab65-fdd1e5859773;4;4;4;4;4;3;4;3;4;4;4;3;4;4;4;4;4;4;4;4;3;3;2;4;4;4;3;4;4;4;1; > 1.000.000;6;> 50K;6;Vienna;Municipality (city/town);0.563645119580628;1;4;2;3;3;1;1;1;1;1;1;3;3;1;1;4;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;3;4;1;1;1;2;2;3;2;1;1;1;2;2;2;2;1;1;1;1;1;1
Point (27.41532104058476094 42.52785344597386086);0a88882c-8258-4895-b231-77ca1c61d397;1;1;1;3;1;1;1;2;1;2;2;3;2;2;1;3;2;1;3;1;2;3;1;3;1;1;3;1;4;4;1;100.000 - 250.000;3;< 10K;1;Burgas;Municipality (city/town);0.258613770981877;3;3;3;1;4;1;1;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;2;4;4;1;4;1;1;1;1;1;2;4;4;4;4;1;2;4;2;2;4;2;3;4;4;4
Point (27.77546103366904262 62.99182702551677693);3837d162-6778-4022-8e8c-f33b5d43705c;4;3;1;4;3;4;3;4;4;4;3;4;2;4;4;4;3;4;4;3;4;4;2;4;4;4;4;4;4;1;0;100.000 - 250.000;3;30K-40K;4;Kuopio;Municipality (city/town);0.51940250588872;1;4;4;3;3;1;1;1;1;1;3;4;1;3;3;2;1;1;2;4;3;2;4;4;3;3;3;2;4;4;2;2;3;3;1;1;1;4;4;2;2;4;1;1;2;3;2;1;1;1;4;4;2
Point (11.08451815539514484 43.87799833157606599);38ae3e87-2f55-4878-94e8-8dfeece8bda2;4;4;3;3;4;3;2;3;4;3;2;2;3;2;4;4;4;3;4;4;2;2;2;3;3;4;2;4;4;4;1;100.000 - 250.000;3;30K-40K;4;Prato;Municipality (city/town);0.453626593773192;4;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;1;1;1;4;1;1;1;1;1;3;1;2;1;1;1;1;2;1;1;1
Point (12.16475581973850062 57.44815764988016582);26beeee5-0310-40b7-85a3-abcb30fe9f63;2;2;3;1;3;1;2;1;2;2;2;2;3;3;2;1;1;2;3;2;3;3;3;4;3;4;1;4;1;1;0;50.000 - 100.000;2;30K-40K;4;Kungsbacka;Municipality (city/town);0.353543460301273;3;3;3;3;3;1;4;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;4;3;4;2;1;4;4;1;4;1;3;4;4;4;3;4;3;4;4;4;4;4;3;3;4
Point (3.72538224356668213 51.07453477983215606);72777aeb-38ee-4b4a-9d3b-6a6806463100;4;2;2;3;3;4;4;4;3;4;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;3;4;3;4;1;0;250.000 - 500.000;4;40K-50K;5;Gent;Municipality (city/town);0.583595469379476;1;1;4;4;4;4;4;4;4;4;4;4;1;2;2;3;3;4;3;2;2;4;4;3;4;4;4;4;4;4;3;2;3;4;4;3;2;1;1;4;2;4;1;4;3;3;4;4;4;4;2;3;4
Point (21.76191019642418212 39.5555402529315856);2e39331a-f5c2-40a0-a6d2-063686a6de6e;2;3;3;3;3;2;2;2;2;3;3;3;3;3;3;3;3;2;3;4;1;1;1;3;3;3;3;3;3;3;1;50.000 - 100.000;2;10K-20K;2;Trikala;Municipality (city/town);0.425170331676765;3;3;2;1;3;1;1;1;1;1;3;3;1;2;1;1;1;1;2;2;1;3;3;4;2;2;3;2;3;2;1;4;1;1;1;1;4;4;1;2;1;3;3;1;3;1;1;1;1;4;3;1;1
Point (2.83508505453493465 41.98466013084888715);2aa77617-b906-4196-819e-ac0eadbd9bbe;1;2;3;2;1;1;2;1;1;1;1;1;2;1;2;2;2;1;1;3;1;1;3;2;1;1;1;1;2;4;1;100.000 - 250.000;3;20K-30K;3;Girona;Municipality (city/town);0.240304419221393;3;3;3;4;4;3;1;1;4;4;4;3;3;2;2;2;3;3;2;2;2;2;3;3;3;1;3;3;2;3;4;2;3;4;3;4;4;2;3;3;2;2;4;4;2;2;3;2;4;4;2;2;3
